cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000881,COVID-19 Research Paper 881: Diagnostic Epidemiological,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Williams, Author 2 Miller, Author 3 Brown, Author 4 Smith",Emerging Infectious Diseases,2020-02-23,PubMed Central,True,pdf_881.json,,https://example.com/paper/881,10.1000/000881
cord_000882,COVID-19 Research Paper 882: Epidemiological Diagnostic,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Brown,The Lancet,2021-11-19,bioRxiv,False,pdf_882.json,,https://example.com/paper/882,10.1000/000882
cord_000883,COVID-19 Research Paper 883: Epidemiological Mathematical Modeling,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Jones, Author 2 Williams, Author 3 Miller",PLOS ONE,2021-06-21,Elsevier,True,pdf_883.json,pmc_883.json,https://example.com/paper/883,
cord_000884,COVID-19 Research Paper 884: Virological Virological,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Davis, Author 2 Miller, Author 3 Jones, Author 4 Davis, Author 5 Garcia",BMJ,2021-03-19,bioRxiv,True,pdf_884.json,,https://example.com/paper/884,
cord_000885,COVID-19 Research Paper 885: Epidemiological Preventive,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for vaccine development.,Author 0 Johnson,Cell,2020-02-26,Elsevier,False,,pmc_885.json,https://example.com/paper/885,10.1000/000885
cord_000886,COVID-19 Research Paper 886: Virological Virological,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Johnson,The Lancet,2021-11-29,WHO,True,,,https://example.com/paper/886,10.1000/000886
cord_000887,COVID-19 Research Paper 887: Mathematical Modeling Public Health,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for vaccine development.,Author 0 Davis,PLOS ONE,2022-06-07,Research Square,False,,pmc_887.json,https://example.com/paper/887,10.1000/000887
cord_000888,COVID-19 Research Paper 888: Virological Clinical,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Smith, Author 2 Davis, Author 3 Jones, Author 4 Johnson, Author 5 Williams",NEJM,2022-05-25,Elsevier,True,,pmc_888.json,https://example.com/paper/888,10.1000/000888
cord_000889,COVID-19 Research Paper 889: Preventive Therapeutic,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Miller, Author 2 Jones, Author 3 Williams",Science,2020-04-26,bioRxiv,True,,pmc_889.json,https://example.com/paper/889,10.1000/000889
cord_000890,COVID-19 Research Paper 890: Mathematical Modeling Public Health,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,Author 0 Garcia,Emerging Infectious Diseases,2020-08-11,Research Square,True,,pmc_890.json,https://example.com/paper/890,10.1000/000890
cord_000891,COVID-19 Research Paper 891: Mathematical Modeling Public Health,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,Author 0 Williams,Journal of Medical Virology,2022-03-05,PubMed Central,True,,,https://example.com/paper/891,10.1000/000891
cord_000892,COVID-19 Research Paper 892: Virological Virological,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Miller, Author 2 Davis, Author 3 Johnson",The Lancet,2021-08-11,Elsevier,False,,,https://example.com/paper/892,10.1000/000892
cord_000893,COVID-19 Research Paper 893: Preventive Virological,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Brown, Author 2 Johnson, Author 3 Williams, Author 4 Williams",Cell,2022-12-31,medRxiv,True,,pmc_893.json,https://example.com/paper/893,10.1000/000893
cord_000894,COVID-19 Research Paper 894: Therapeutic Virological,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for treatment protocols.,Author 0 Davis,Science,2022-08-07,medRxiv,True,pdf_894.json,,https://example.com/paper/894,
cord_000895,COVID-19 Research Paper 895: Therapeutic Epidemiological,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Smith, Author 2 Williams",Clinical Infectious Diseases,2022-05-18,Elsevier,False,pdf_895.json,,https://example.com/paper/895,
cord_000896,COVID-19 Research Paper 896: Diagnostic Mathematical Modeling,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Williams, Author 2 Johnson, Author 3 Jones, Author 4 Smith",PNAS,2022-11-28,Elsevier,True,,,https://example.com/paper/896,10.1000/000896
cord_000897,COVID-19 Research Paper 897: Preventive Epidemiological,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for clinical practice.,Author 0 Johnson,Journal of Medical Virology,2021-06-16,PubMed Central,True,,,https://example.com/paper/897,10.1000/000897
cord_000898,COVID-19 Research Paper 898: Diagnostic Diagnostic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Garcia, Author 2 Williams, Author 3 Miller, Author 4 Smith",PLOS ONE,2020-11-28,PubMed Central,False,pdf_898.json,pmc_898.json,https://example.com/paper/898,10.1000/000898
cord_000899,COVID-19 Research Paper 899: Epidemiological Preventive,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Smith",Journal of Medical Virology,2022-02-19,WHO,False,pdf_899.json,,https://example.com/paper/899,10.1000/000899
cord_000900,COVID-19 Research Paper 900: Diagnostic Preventive,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Davis, Author 2 Williams, Author 3 Davis, Author 4 Garcia",Clinical Infectious Diseases,2022-08-15,Research Square,False,,,https://example.com/paper/900,
cord_000901,COVID-19 Research Paper 901: Clinical Therapeutic,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Brown, Author 2 Johnson, Author 3 Smith, Author 4 Brown",JAMA,2021-05-02,WHO,False,,,https://example.com/paper/901,10.1000/000901
cord_000902,COVID-19 Research Paper 902: Preventive Clinical,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for vaccine development.,Author 0 Brown,Cell,2020-09-27,Elsevier,True,pdf_902.json,pmc_902.json,https://example.com/paper/902,
cord_000903,COVID-19 Research Paper 903: Public Health Clinical,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Brown",The Lancet,2020-02-01,bioRxiv,True,,,https://example.com/paper/903,10.1000/000903
cord_000904,COVID-19 Research Paper 904: Diagnostic Mathematical Modeling,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Garcia",BMJ,2021-07-28,PubMed Central,False,,pmc_904.json,https://example.com/paper/904,
cord_000905,COVID-19 Research Paper 905: Therapeutic Mathematical Modeling,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Miller, Author 2 Johnson",NEJM,2021-07-15,WHO,False,pdf_905.json,,https://example.com/paper/905,10.1000/000905
cord_000906,COVID-19 Research Paper 906: Mathematical Modeling Therapeutic,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Jones, Author 2 Miller, Author 3 Williams, Author 4 Miller",Science,2020-06-24,medRxiv,False,,,https://example.com/paper/906,
cord_000907,COVID-19 Research Paper 907: Epidemiological Mathematical Modeling,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Jones, Author 2 Miller, Author 3 Williams",Science,2021-05-26,PubMed Central,False,pdf_907.json,pmc_907.json,https://example.com/paper/907,10.1000/000907
cord_000908,COVID-19 Research Paper 908: Virological Preventive,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Johnson, Author 2 Jones, Author 3 Brown, Author 4 Garcia",Nature,2021-08-28,bioRxiv,True,pdf_908.json,,https://example.com/paper/908,
cord_000909,COVID-19 Research Paper 909: Mathematical Modeling Clinical,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Miller, Author 2 Williams, Author 3 Garcia, Author 4 Miller",PLOS ONE,2021-11-22,Research Square,False,pdf_909.json,pmc_909.json,https://example.com/paper/909,10.1000/000909
cord_000910,COVID-19 Research Paper 910: Diagnostic Diagnostic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Brown, Author 2 Johnson, Author 3 Jones",Nature,2022-03-19,WHO,False,pdf_910.json,pmc_910.json,https://example.com/paper/910,10.1000/000910
cord_000911,COVID-19 Research Paper 911: Preventive Mathematical Modeling,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for public health policy.,Author 0 Johnson,Clinical Infectious Diseases,2020-03-20,Elsevier,True,pdf_911.json,pmc_911.json,https://example.com/paper/911,10.1000/000911
cord_000912,COVID-19 Research Paper 912: Mathematical Modeling Epidemiological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Johnson, Author 2 Garcia, Author 3 Johnson, Author 4 Garcia, Author 5 Garcia",Journal of Medical Virology,2021-07-15,Research Square,False,pdf_912.json,pmc_912.json,https://example.com/paper/912,
cord_000913,COVID-19 Research Paper 913: Mathematical Modeling Epidemiological,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Brown, Author 2 Jones",PNAS,2022-01-10,medRxiv,False,,,https://example.com/paper/913,10.1000/000913
cord_000914,COVID-19 Research Paper 914: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Johnson,The Lancet,2021-07-04,WHO,True,,pmc_914.json,https://example.com/paper/914,10.1000/000914
cord_000915,COVID-19 Research Paper 915: Therapeutic Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Miller, Author 2 Johnson, Author 3 Johnson",Nature,2021-05-28,Elsevier,True,pdf_915.json,pmc_915.json,https://example.com/paper/915,10.1000/000915
